show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s1215,Movie,Quiet,Luis Alejandro Pérez,"['Max Salgado', 'René Miranda', 'Ignacia Uribe', 'Javier Castillo', 'Steevens Benjamin', 'Andrés Rebolledo', 'Alejandro Trejo']",,"March 12, 2021",2020,TV-MA,103 min,"['drama', 'international', 'music']",The lives of three Chilean teenage misfits converge as they try to find their place in an unequal society through hip-hop and lasting friendships.
s6884,Movie,Goosebumps 2: Haunted Halloween,Ari Sandel,"['Jeremy Ray Taylor', 'Madison Iseman', 'Caleel Harris', 'Wendi McLendon-Covey', 'Chris Parnell', 'Ken Jeong', 'Jack Black']","United States, United Kingdom","April 25, 2019",2018,PG,90 min,"['family', 'comedy']","Three teens spend their Halloween trying to stop a magical book, which brings characters from the ""Goosebumps"" novels to life."
s8021,TV Show,Silver Spoon,,"['Pavel Priluchnyy', 'Karina Razumovskaya', 'Dmitry Shevchenko', 'Denis Shvedov', 'Alexander Oblasov', 'Igor Zhizhikin', 'Bogdan Stypka', 'Alexander Dyachenko']",Russia,"September 15, 2017",2015,TV-MA,2 Seasons,"['crime', 'international', 'action', 'adventure']","Forced to become an apprentice cop, cocky playboy Igor finds he's got a knack for police work. But his job soon takes him down a dark personal path."
s6332,Movie,Blaze,Ethan Hawke,"['Benjamin Dickey', 'Alia Shawkat', 'Josh Hamilton', 'Charlie Sexton', 'Sam Rockwell', 'Wyatt Russell', 'Steve Zahn', 'Kris Kristofferson', 'Richard Linklater', 'David Kallaway', 'Ritchie Montgomery']",United States,"August 30, 2020",2018,R,129 min,"['drama', 'independent', 'music']","An influential, if unsung country songwriter reflects on his career, and how the love of his life drove him to write his most personal music."
s1390,Movie,Friendsgiving,Nicol Paone,"['Malin Akerman', 'Kat Dennings', 'Aisha Tyler', 'Jane Seymour', 'Jack Donnelly', 'Chelsea Peretti', 'Christine Taylor', 'Ryan Hansen', 'Deon Cole', 'Wanda Sykes']",United States,"January 21, 2021",2020,R,95 min,['comedy'],A quiet holiday dinner among friends turns into a chaotic night of illicit activity and compromising situations when uninvited guests crash the party.
s248,Movie,Sweet Girl,Brian Andrew Mendoza,"['Jason Momoa', 'Isabela Merced', 'Manuel Garcia-Rulfo', 'Amy Brenneman', 'Adria Arjona', 'Raza Jaffrey', 'Justin Bartha', 'Lex Scott Davis', 'Michael Raymond-James']",United States,"August 20, 2021",2021,R,110 min,"['action', 'adventure', 'drama']","He lost the love of his life to a pharmaceutical company's greed. Now his daughter is without a mother, and he's without justice. For now."
s5879,Movie,Mike Epps: Don't Take It Personal,L. Frazier,['Mike Epps'],United States,"December 18, 2015",2015,TV-MA,60 min,['comedy'],Mike Epps tears up the stage at L.A.'s historic Orpheum Theatre in a special packed with blistering impressions and unapologetically raunchy swagger.
s5066,TV Show,Prison Playbook,,"['Hae-soo Park', 'Kyung-ho Jung', 'Dong-il Sung', 'Krystal Jung', 'Soo-jeong Ye', 'Jae-sung Jung', 'Hoon-jin Lee', 'Kyoo-hyung Lee', 'Ho-cheol Lee', 'Chang-hwan Ahn', 'Kyung-nam Kim']",South Korea,"January 24, 2018",2017,TV-MA,1 Season,"['international', 'korean', 'comedy']","With his major league baseball debut right around the corner, a star pitcher lands in prison and must learn to navigate his new world."
s445,TV Show,Naomi Osaka,Garrett Bradley,,,"July 16, 2021",2021,TV-14,1 Season,['documentary'],This intimate series follows Naomi Osaka as she explores her cultural roots and navigates her multifaceted identity as a tennis champ and rising leader.
s6349,Movie,Bob's Broken Sleigh,Jay Surridge,"['Cole Howard', 'Bruce Greenwood', 'Victor Garber', 'Michael Adamthwaite', 'Raini Rodriguez', 'Colin Murdock', 'Maryke Hendrikse', 'Sam Vincent', 'Gabe Khouth']",Canada,"December 17, 2015",2015,TV-G,47 min,['family'],"An overly eager elf improves Santa's sleigh, but when he crash lands far from home, three odd critters pitch in to send him back to the North Pole."
s6391,Movie,Burlesque,Steve Antin,"['Cher', 'Christina Aguilera', 'Alan Cumming', 'Eric Dane', 'Cam Gigandet', 'Julianne Hough', 'Peter Gallagher', 'Kristen Bell', 'Stanley Tucci', 'Dianna Agron']",United States,"December 16, 2019",2010,PG-13,119 min,"['drama', 'romance']","After leaving Iowa with stars in her eyes, Ali arrives at a Los Angeles burlesque lounge with dreams of taking the stage with her soaring voice."
s8221,Movie,The Box,Richard Kelly,"['Cameron Diaz', 'James Marsden', 'Frank Langella', 'James Rebhorn', 'Holmes Osborne', 'Sam Oz Stone', 'Gillian Jacobs', 'Celia Weston', 'Deborah Rush']",United States,"June 1, 2019",2009,PG-13,116 min,"['sci-fi', 'fantasy', 'thriller']",A couple must decide whether to push a button that will net them a million dollars but that will also cause the death of a complete stranger.
s2355,Movie,Destiny,Youssef Chahine,"['Nour El-Sherif', 'Laila Elwi', 'Mahmoud Hemeida', 'Safia el-Emari', 'Mohamed Mounir', 'Khaled El Nabawy', 'Seif Abdelrahman', 'Abdalla Mahmoud', 'Ahmed Fouad Selim', 'Magdi Idris']","France, Egypt","June 19, 2020",1997,TV-14,136 min,"['drama', 'international']","In 12th-century Spain, a philosopher and his profound teachings jeopardize the caliph he serves when political rivals threaten a government upheaval."
s6365,TV Show,Botched Up Bodies,,"['Charlie Brooks', 'Sue Johnston']",United Kingdom,"October 2, 2019",2013,TV-MA,1 Season,"['british', 'documentary', 'international']","From lifting saggy skin to repairing shoddy breast enhancements, plastic surgeons tackle extreme fixer-uppers."
s2118,Movie,Crazy Awesome Teachers,Sammaria Sari Simanjuntak,"['Gading Marten', 'Dian Sastrowardoyo', 'Faradina Mufti', 'Boris Bokir', 'Kevin Ardilova', 'Shakira Jasmine', 'Asri Welas', 'Arswendi Bening Swara', 'Kiki Narendra', 'Ibnu Jamil']",Indonesia,"August 17, 2020",2020,TV-PG,102 min,"['comedy', 'drama', 'international']","When staff salaries get stolen at his school, a reluctant new teacher sets out to recoup the money and soon discovers the joys of teaching."
s3805,Movie,The Man Who Feels No Pain,Vasan Bala,"['Abhimanyu Dassani', 'Radhika Madan', 'Gulshan Devaiah', 'Mahesh Manjrekar', 'Jimit Trivedi', 'Loveleen Mishra', 'Sartaaj Kakkar', 'Riva Arora']",India,"May 22, 2019",2018,TV-14,137 min,"['action', 'adventure', 'comedy', 'international']","Leveraging his ability to withstand pain, a young man trains to follow in the footsteps of his martial-arts hero in this high-action, meta comedy."
s5530,Movie,Slam,Andrea Molaioli,"['Ludovico Tersigni', 'Jasmine Trinca', 'Luca Marinelli', 'Barbara Ramella', 'Gianluca Broccatelli', 'Pietro Ragusa', 'Fiorenza Tessari']",Italy,"April 15, 2017",2017,TV-MA,99 min,"['comedy', 'drama', 'international']","Teen father-to-be Sam imagines his future as a young parent and finds a surprising mentor while reading about his idol, pro skateboarder Tony Hawk."
s6,TV Show,Midnight Mass,Mike Flanagan,"['Kate Siegel', 'Zach Gilford', 'Hamish Linklater', 'Henry Thomas', 'Kristin Lehman', 'Samantha Sloyan', 'Igby Rigney', 'Rahul Kohli', 'Annarah Cymone', 'Annabeth Gish', 'Alex Essoe', 'Rahul Abburi', 'Matt Biedel', 'Michael Trucco', 'Crystal Balint', 'Louis Oliver']",,"September 24, 2021",2021,TV-MA,1 Season,"['drama', 'horror', 'mystery']","The arrival of a charismatic young priest brings glorious miracles, ominous mysteries and renewed religious fervor to a dying town desperate to believe."
s565,Movie,Boogie Nights,Paul Thomas Anderson,"['Mark Wahlberg', 'Burt Reynolds', 'Julianne Moore', 'Heather Graham', 'William H. Macy', 'Don Cheadle', 'Philip Seymour Hoffman', 'Luis Guzmán', 'John C. Reilly', 'Philip Baker Hall']",United States,"July 1, 2021",1997,R,155 min,"['comedy', 'drama', 'independent']",A well-endowed busboy is taken in by a tight-knit group of 1970s porn actors and transforms himself into skin flick celebrity Dirk Diggler.
s3360,Movie,Mehandi Circus,Saravana Rajendran,"['Madhampatti Rangaraj', 'Shweta Tripathi', 'Vela Ramamoorthy', 'Ankur Vikal', 'G. Marimuthu', 'Sunny Charles']",India,"October 30, 2019",2019,TV-MA,126 min,"['drama', 'international', 'romance']","In the early 1990s, the love between a cassette shop owner and a traveling circus performer challenges caste barriers and disapproving parents."
s8280,Movie,The Diabolical,Alistair Legrand,"['Ali Larter', 'Arjun Gupta', 'Max Rose', 'Merrin Dungey', 'Chloe Perrin', 'Kurt Carley', 'Patrick Fischler', 'Wilmer Calderon', 'Tom Wright']",United States,"August 1, 2018",2015,TV-MA,86 min,"['horror', 'sci-fi', 'fantasy', 'thriller']","Terrorized by unexplained disturbances and horrific visions in her home, a young widowed mother turns to her scientist boyfriend for help."
s2162,Movie,Nasha Natasha,Martín Sastre,['Natalia Oreiro'],Uruguay,"August 6, 2020",2020,TV-PG,72 min,"['documentary', 'international', 'music']",Concert and behind-the-scenes footage capture life on tour for Uruguayan sensation Natalia Oreiro as she performs for packed crowds throughout Russia.
s2787,Movie,A Life of Speed: The Juan Manuel Fangio Story,Francisco Macri,,Argentina,"March 20, 2020",2020,TV-14,93 min,"['documentary', 'international', 'sport']","Juan Manuel Fangio was the Formula One king, winning five world championships in the early 1950s — before protective gear or safety features were used."
s5383,TV Show,Diamond Lover,,"['Rain', 'Tiffany Tang', 'Luo Jin', 'Dilraba Dilmurat', 'Yao Yichen']",China,"July 7, 2017",2015,TV-PG,1 Season,"['international', 'romance', 'drama']","After an accident leads to great weight loss, once-obese Mi Duo embarks on a new life working for her secret crush, diamond company CEO Xiao Liang."
s8782,Movie,Yo-Kai Watch: The Movie,Mark Risley,"['Johnny Yong Bosch', ""Joey D'Auria"", 'Alicyn Packard', 'Melissa Hutchison', 'Paul Greenberg', 'Brent Pendergrass']","Japan, United States","December 1, 2016",2016,TV-Y7,96 min,"['anime', 'family']","Nate's special Yo-Kai Watch is missing. He travels back in time to meet the watch's inventor, his grandfather. Together, they must restore history!"
s5802,TV Show,Conspiracy,,['Mark Bazeley'],United Kingdom,"September 1, 2016",2015,TV-14,1 Season,"['british', 'documentary']","Skeptics and others discuss widely held conspiracy theories involving aliens, government cover-ups, secret assassinations and other intrigues."
s5759,Movie,Russell Peters: Almost Famous,Dave Higby,['Russell Peters'],United States,"October 7, 2016",2016,TV-MA,73 min,['comedy'],"The comic comes home to Toronto to sound off on cultural quirks, kids' furniture and bathroom visits, reveling in all things ridiculously human."
s1002,Movie,Oloibiri,Curtis Graham,"['Olu Jacobs', 'Richard Mofe-Damijo', 'William R. Moses', 'Taiwo Ajai-Lycett', 'Ifeanyi Williams', 'Ivie Okujaye', 'Dayton Sinkia', 'Bradley Gordon']","Canada, Nigeria, United States","April 21, 2021",2015,TV-14,86 min,"['drama', 'international', 'thriller']","After drilling depletes a small village, a corporation finds more oil in the region, igniting tensions among the community."
s7928,Movie,Sameer Abu Alneel,Amr Arafa,"['Ahmed Mekky', 'Nicole Saba', 'Mohamed Lotfy', 'Hussien El Imam', 'Dina El-Sherbiny', 'Said Tarabeek', 'Alaa Morsy', 'Edward Fouad', 'Abdalah Mishrif', 'Youssef Eid']",Egypt,"June 6, 2019",2013,TV-14,107 min,"['comedy', 'international']","Disliked for his stinginess, Samir finds his life turned upside down when he receives a windfall and launches a television channel."
s904,Movie,Nayattu,Martin Prakkat,"['Kunchacko Boban', 'Joju George', 'Nimisha Sajayan', 'Jaffer Idukki', 'Yama Gilgamesh', 'Anil Nedumangad', 'Dineesh P', 'Vinod Sagar']",India,"May 9, 2021",2021,TV-MA,122 min,"['drama', 'international', 'thriller']",Three police officers become pawns for unscrupulous lawmakers when they are framed in an incident amid political elections and must flee to evade arrest.
s5450,Movie,Catfight,Onur Tukel,"['Sandra Oh', 'Anne Heche', 'Alicia Silverstone', 'Amy Hill', 'Myra Lucretia Taylor', 'Ariel Kavoussi', 'Damian Young', 'Stephen Gevedon', 'Giullian Yao Gioiello', 'Tituss Burgess']",United States,"June 1, 2017",2016,TV-MA,96 min,"['comedy', 'independent']",Two college frenemies whose lives aren't what they hoped meet up decades later and escalate their resentments from verbal jabs to bloody brawls.
s7130,TV Show,Jhansi Ki Rani,,"['Ulka Gupta', 'Sameer Dharmadhikari', 'Amit Pachori', 'Shailesh Dattar', 'Aruna Irani']",India,"June 1, 2017",2009,TV-14,1 Season,"['international', 'drama']","In British-ruled, 19th-century India, a 14-year-old girl trains as a warrior and becomes a devoted crusader in her country's fight for independence."
s4906,Movie,The Price of Success,Teddy Lussi-Modeste,"['Tahar Rahim', 'Maïwenn Le Besco', 'Roschdy Zem', 'Grégoire Colin', 'Sultan', 'Ali Marhyar', 'Camille Lellouche', 'Saïda Bekkouche', 'Meriem Serbah', 'Salma Lahmer']",France,"April 30, 2018",2017,TV-MA,92 min,"['drama', 'international']","Struggling to balance family ties and a career, a rising comedian of Parisian banlieue roots learns the true price of fame."
s4544,Movie,Monty Python Conquers America,Will Yapp,"['Graham Chapman', 'Eric Idle', 'Terry Jones', 'Michael Palin', 'Terry Gilliam', 'John Cleese']",,"October 2, 2018",2008,TV-MA,55 min,['documentary'],Follow the evolution of the British sketch comedy troupe that redefined humor and shaped an entire generation of American comics.
s1717,TV Show,Aunty Donna's Big Ol' House of Fun,,"['Mark Samual Bonanno', 'Broden Kelly', 'Zachary Ruane', 'Ed Helms', 'Kristen Schaal', 'Weird Al Yankovic', 'Kia Stevens', 'Paul F. Tompkins', 'Tawny Newsome']",Australia,"November 11, 2020",2020,TV-MA,1 Season,['comedy'],"Comedy trio Aunty Donna showcase their uniquely absurd and offbeat style through an array of sketches, songs and eclectic characters."
s8416,Movie,The Matrix Reloaded,"Lilly Wachowski, Lana Wachowski","['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Hugo Weaving', 'Jada Pinkett Smith', 'Gloria Foster', 'Harold Perrineau', 'Monica Bellucci', 'Harry Lennix', 'Lambert Wilson', 'Randall Duk Kim', 'Nona Gaye']",United States,"November 1, 2019",2003,R,138 min,"['action', 'adventure', 'sci-fi', 'fantasy']","The crew must protect Zion, the last outpost still under human control, after it is pinpointed by the machines responsible for the Matrix."
s8563,Movie,The Women's Balcony,Emil Ben-Shimon,"['Evelin Hagoel', 'Igal Naor', 'Orna Banay', 'Einat Sarouf', 'Avraham Aviv Alush', 'Itzik Cohen', 'Yafit Asulin', 'Sharona Elimelech', 'Herzl Tobey', 'Haim Znati']",Israel,"December 19, 2017",2016,TV-PG,100 min,"['comedy', 'drama', 'faith']","A conservative rabbi steps in to lead a congregation reeling from an accident, but his controversial plans incite a gender war among the congregation."
s7127,Movie,Jersey Boys,Clint Eastwood,"['John Lloyd Young', 'Erich Bergen', 'Michael Lomenda', 'Vincent Piazza', 'Christopher Walken', 'Mike Doyle', 'Renée Marino', 'Erica Piccininni', 'Joey Russo', 'Donnie Kehr', 'Katherine Narducci', 'Steve Schirripa']",United States,"January 1, 2019",2014,R,134 min,"['drama', 'music']","Adapted from the hit Broadway musical, this nostalgic look at the Four Seasons and their bumpy offstage lives stretches across four decades."
s8406,Movie,The Lord of the Rings: The Two Towers,Peter Jackson,"['Elijah Wood', 'Ian McKellen', 'Liv Tyler', 'Viggo Mortensen', 'Sean Astin', 'Cate Blanchett', 'John Rhys-Davies', 'Bernard Hill', 'Christopher Lee', 'Billy Boyd', 'Dominic Monaghan', 'Orlando Bloom']","New Zealand, United States","January 1, 2020",2002,PG-13,179 min,"['action', 'adventure', 'sci-fi', 'fantasy']","Frodo and Sam head to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin."
s2802,Movie,AllI Wish,Susan Walter,"['Sharon Stone', 'Tony Goldwyn', 'Liza Lapira', 'Ellen Burstyn', 'Jason Gibson', 'Famke Janssen', 'Caitlin Fitzgerald', 'Gilles Marini', 'Erica Ash', 'Tom Paolino']",United States,"March 18, 2020",2017,R,95 min,"['drama', 'romance']","Over a series of birthdays, a happy-go-lucky, commitment-averse fashion designer strives to bring a bit of calm to her chaotic love life."
s3065,Movie,Luccas Neto in: Children's Day,Lucas Margutti,"['Luccas Neto', 'Vivian Duarte', 'Giobanna Alparone', 'Jéssica Diehl']",,"January 1, 2020",2019,TV-G,81 min,"['family', 'comedy', 'music']","When Luccas Neto plans a big Children's Day celebration, an unexpected threat at school puts the party – and his friends – at risk."
s8020,Movie,Silicon Cowboys,Jason Cohen,,United States,"April 1, 2017",2016,TV-PG,77 min,['documentary'],"This documentary tells the story of Compaq Computer and its three founders, who in 1982, took on Goliath IBM at the height of its PC dominance."
s8735,Movie,Who the F**k Is That Guy?,Drew Stone,['Michael Alago'],United States,"September 1, 2017",2017,TV-MA,78 min,"['documentary', 'lgbtq', 'music']","Take a ride through the life of record exec Michael Alago, a gay Puerto Rican New Yorker who signed a slew of musical acts, including Metallica."
s1492,Movie,AK vs AK,Vikramaditya Motwane,"['Anil Kapoor', 'Anurag Kashyap']",India,"December 25, 2020",2020,TV-MA,109 min,"['comedy', 'drama', 'international']","After a public spat with a movie star, a disgraced director retaliates by kidnapping the actor’s daughter, filming the search for her in real time."
s6565,Movie,Dark Chocolate (Bengali Version),Agnidev Chatterjee,"['Riya Sen', 'Mahima Chaudhry', 'Rajesh Sharma', 'Indrasish Roy', 'Mumtaz Sorcar', 'Sudip Mukherjee', 'Shataf Figar', 'Koushik Sen']",India,"December 15, 2017",2016,TV-MA,91 min,"['drama', 'international', 'thriller']","In this Bangla thriller inspired by a true story, the discovery of a charred corpse in the woods leads to a high-profile murder investigation."
s7306,Movie,Like Water for Chocolate,Alfonso Arau,"['Marco Leonardi', 'Lumi Cavazos', 'Regina Torné', 'Mario Iván Martínez', 'Ada Carrasco', 'Yareli Arizmendi', 'Claudette Maillé', 'Pilar Aranda']",Mexico,"November 1, 2019",1992,R,105 min,"['classic', 'drama', 'international']","When Pedro marries her sister, Tita throws herself into her cooking – and discovers she can transfer her emotions through the food she prepares."
s4959,Movie,Revolt,Joe Miale,"['Lee Pace', 'Bérénice Marlohe', 'Jason Flemyng', 'Sibulele Gcilitshana', 'Wandile Molebatsi', 'Sekoati Sk Tsubane', 'Leroy Gopal', 'Welile Nzunza', 'Patrick Bakoba', 'Tom Fairfoot']",United Kingdom,"March 31, 2018",2017,R,87 min,"['action', 'adventure', 'sci-fi', 'fantasy']","Following a devastating alien invasion, an American soldier and a French foreign aid worker attempt to find refuge in the Kenyan countryside."
s8306,Movie,The Flintstones in Viva Rock Vegas,Brian Levant,"['Mark Addy', 'Stephen Baldwin', 'Kristen Johnston', 'Jane Krakowski', 'Joan Collins', 'Thomas Gibson', 'Alan Cumming']",United States,"October 1, 2019",2000,PG,91 min,"['family', 'comedy', 'romance']","Yabba-dabba-doo! Digital dinosaurs rule the day when Fred, Barney, Betty and Wilma take Vegas by storm in this prequel that posits their lives before marriage."
s3230,Movie,Super Monsters Save Christmas,Steve Ball,"['Elyse Maloway', 'Vincent Tong', 'Erin Mathews', 'Andrea Libman', 'Alessandro Juliani', 'Nicole Anthony', 'Diana Kaarina', 'Ian James Corlett', 'Britt McKillip', 'Kathleen Barr', 'Gigi Saul Guerrero', 'Brian Drummond']",United States,"November 26, 2019",2019,TV-Y,24 min,['family'],"It's Christmas Eve in Pitchfork Pines, and the Super Monsters are joining forces to deck the halls, find Santa's missing reindeer and save the holiday!"
s2408,Movie,Middle Men,George Gallo,"['Luke Wilson', 'Giovanni Ribisi', 'Gabriel Macht', 'James Caan', 'Jacinda Barrett', 'Kevin Pollak', 'Laura Ramsey', 'Rade Serbedzija', 'Terry Crews', 'Kelsey Grammer']",United States,"June 10, 2020",2009,R,113 min,"['comedy', 'drama', 'independent']","An entrepreneur develops an adult entertainment online billing company – and winds up dealing with mobsters, the FBI, con men and terrorists."
s6322,Movie,Black & Privileged: Volume 1,Mark Harris,"['Dawnisha Halfkenny', 'Simeon Henderson', 'Corey Hendrix', 'Malcom Banks', 'Nadia Simms', 'Brian White', 'Brely Evans', 'Cynda Williams', 'Carl Anthony Payne II']",United States,"July 12, 2019",2019,TV-MA,79 min,['drama'],"When low-income families move into a thriving black community in Chicago, they find themselves at odds with politicians to maintain their status."
s5334,Movie,The Saint,Ernie Barbarash,"['Adam Rayner', 'Eliza Dushku', 'Ian Ogilvy', 'James Remar', 'Roger Moore', 'Enrique Murciano', 'Thomas Kretschmann', 'Beatrice Rosen', 'Greg Grunberg', 'Yani Gellman']",United States,"August 10, 2017",2017,TV-14,92 min,"['action', 'adventure']","Master thief Simon Templar – also known as the Saint – is hired by a wealthy banker to find his kidnapped daughter, but not all is as it seems."
s6268,Movie,Bebe's Kids,Bruce W. Smith,"['Faizon Love', 'Vanessa Bell Calloway', 'Wayne Collins', 'Jonell Green', 'Marques Houston', 'Tone-Loc', 'Myra J.', 'Nell Carter']",United States,"November 20, 2019",1992,PG-13,73 min,['comedy'],"When ladies' man Robin meets Jamika, he falls head over heels, but she greets him with four surprises: her son and her girlfriend Bebe's three kids."
s6905,Movie,Hükümet Kadin,Sermiyan Midyat,"['Demet Akbağ', 'Sermiyan Midyat', 'Mahir İpek', 'Gülhan Tekin', 'Burcu Gönder', 'Cezmi Baskın', 'Renan Bilek', 'Ayberk Attila', 'Rıza Akın', 'Bülent Çolak']",Turkey,"March 10, 2017",2013,TV-MA,100 min,"['comedy', 'international']","When an uneducated mother of eight suddenly becomes mayor, she uses the skills she's learned as a housewife to keep her town running like clockwork."
s1986,Movie,Horrid Henry's Gross Day Out,Gary Andrews,"['Lizzie Waterworth-Santo', 'Emma Tate', 'Sue Elliot Nicholls', 'Tamsin Heatley', 'Wayne Forester', 'Aidan Cook', 'Philip Pope']",United Kingdom,"September 17, 2020",2020,TV-Y,61 min,"['family', 'comedy']","Worlds collide when Henry makes plans to spend Saturday on the sofa watching a ""Gross Class Zero"" marathon — and his favorite characters come to life!"
s8214,Movie,The Bleeder,Philippe Falardeau,"['Liev Schreiber', 'Elisabeth Moss', 'Ron Perlman', 'Naomi Watts', 'Jim Gaffigan', 'Michael Rapaport', 'Pooch Hall', 'Morgan Spector', 'Jason Jones']",United States,"March 29, 2019",2016,R,98 min,"['drama', 'sport']","Husband. Father. Fighter. Meet Chuck Wepner, the liquor salesman and self-proclaimed real-life inspiration behind Rocky Balboa."
s1857,Movie,BLACKPINK: Light Up the Sky,Caroline Suh,['Blackpink'],United States,"October 14, 2020",2020,TV-14,80 min,"['documentary', 'music']",Record-shattering Korean girl band BLACKPINK tell their story — and detail the hard-fought journey of the dreams and trials behind their meteoric rise.
s102,Movie,Untold: Breaking Point,"Chapman Way, Maclain Way",,United States,"September 7, 2021",2021,TV-MA,80 min,"['documentary', 'sport']","Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court."
s41,TV Show,He-Man and the Masters of the Universe,,"['Yuri Lowenthal', 'Kimberly Brooks', 'Antony Del Rio', 'Trevor Devall', 'Ben Diskin', 'Grey Griffin', 'David Kaye', 'Tom Kenny', 'Judy Alice Lee', 'Roger Craig Smith', 'Fred Tatasciore']",United States,"September 16, 2021",2021,TV-Y7,1 Season,"['family', 'sci-fi', 'fantasy']",Mighty teen Adam and his heroic squad of misfits discover the legendary power of Grayskull — and their destiny to defend Eternia from sinister Skeletor.
s3465,TV Show,Engineering Girls,,"['Barkha Singh', 'Kritika Avasthi', 'Sejal Kumar']",India,"October 1, 2019",2018,TV-MA,1 Season,"['international', 'comedy']","Three engineering students deal with dorm drama, date around, and do whatever it takes to make their dreams come true."
s5589,Movie,Jonas,Lô Politi,"['Jesuíta Barbosa', 'Laura Neiva', 'Criolo', 'Ana Cecília Costa', 'João Fábio Cabral', 'Ariclenes Barroso', 'Karol Conká', 'Chay Suede', 'Luciana Souza', 'Chris Couto', 'Roberto Berindelli']",Brazil,"February 26, 2017",2015,TV-MA,97 min,"['drama', 'international']","During Carnival, two teens from different classes meet years after being kept apart. Bad decisions lead the boy to hide with the girl inside a float."
s3158,Movie,Jack Whitehall: Christmas with My Father,Richard van't Riet,"['Jack Whitehall', 'Michael Whitehall', 'Hugh Bonneville', 'Graham Norton', 'Layton Williams', 'Andrew Lloyd Webber', 'Tim Rice', 'Tan France', 'Antoni Porowski', 'Jonathan Van Ness']",United Kingdom,"December 12, 2019",2019,TV-MA,65 min,['comedy'],"Jack Whitehall invites his notoriously stuffy father onstage in London's West End for a Christmas comedy extravaganza, complete with celebrity guests."
s7602,Movie,NOVA: Building Chernobyl's MegaTomb,Martin Gorst,['Eric Meyers'],United States,"July 1, 2019",2017,TV-PG,53 min,['documentary'],"Thirty years after Chernobyl’s nuclear disaster, engineers race against time to complete a new dome to contain the reactor’s lethal radiation."
s5013,Movie,Shubh Aarambh,Amit Barot,"['Harsh Chhaya', 'Prachi Shah', 'Bharat Chawda', 'Deeksha Joshi', 'Aarjav Trivedi', 'Prashant Barot', 'Harsha Bhavsar']",India,"March 1, 2018",2017,TV-PG,127 min,"['drama', 'international', 'romance']","As her own wedding looms on the horizon, a marriage counselor strives to save her future in-laws' crumbling relationship."
s3155,Movie,Seven and a half dates,Biodun Stephen,"['Mercy Johnson', 'Jim Iyke', 'Toyin Abraham', 'Sola Sobowale', 'Akin Lewis', 'Bayray McNwizu', 'Roxy Antak', 'Frank Donga', 'Ken Erics', 'Fathia Balogun']",,"December 13, 2019",2018,TV-14,107 min,"['drama', 'international', 'romance']","Engrossed in her career, a young woman reluctantly yields to her father's plan to set her up on 10 dates to find a suitable husband."
s1149,TV Show,Robocar Poli,,"['Donald Reignoux', 'Alexis Tomassian', 'Thomas Sagols', 'Pierre Francois Pistori', 'Bruno Magne', 'Catherine Desplaces', 'Fily Keita', 'Adeline Chetail', 'Bertrand Liebert', 'Christophe Lemoine']",South Korea,"March 31, 2021",2015,TV-Y,2 Seasons,"['family', 'korean']","When disaster strikes in Brooms Town, police car Robocar Poli, fire truck Robotruck Roy and their friends on the rescue team race to save the day."
s7335,Movie,Long Time Running,"Jennifer Baichwal, Nicholas de Pencier","['Gord Downie', 'Paul Langlois', 'Gord Sinclair', 'Rob Baker', 'Johnny Fay', 'Justin Trudeau']",Canada,"November 12, 2017",2017,TV-14,96 min,"['documentary', 'international', 'music']",This documentary follows the 2016 tour of beloved rock band The Tragically Hip as they make their way across Canada one last time.
s3118,TV Show,The Witcher,,"['Henry Cavill', 'Anya Chalotra', 'Freya Allan', 'Jodhi May', 'MyAnna Buring', 'Joey Batey', 'Eamon Farren', 'Mimi Ndiweni', 'Björn Hlynur Haraldsson', 'Adam Levy', 'Lars Mikkelsen', 'Royce Pierreson', 'Wilson Radjou-Pujalte', 'Anna Shaffer']","United States, Poland","December 20, 2019",2019,TV-MA,1 Season,"['international', 'action', 'adventure', 'drama']","Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts."
s1202,TV Show,Abla Fahita: Drama Queen,,"['Bassem Samra', 'Donia Maher', 'Zeina Mansour', 'Osama Abdallah', 'Mohamed El Swisi', 'Rehab Hussien']",Egypt,"March 15, 2021",2021,TV-14,1 Season,"['crime', 'international', 'comedy']","Falsely incriminated, Abla Fahita is separated from her kids, but the self-indulgent diva will stop at nothing to redeem herself and reunite her family."
s3821,Movie,PATRICK (2019),Mandie Fletcher,"['Beattie Edmondson', 'Ed Skrein', 'Tom Bennett', 'Jennifer Saunders']",United Kingdom,"May 16, 2019",2019,TV-PG,94 min,"['family', 'comedy']","When a schoolteacher inherits an adorable pug, she has to find a way to take care of it while dealing with her flatlining love life."
s4653,TV Show,Transformers: Robots in Disguise,,"['Will Friedle', 'Darren Criss', 'Constance Zimmer', 'Khary Payton', 'Mitchell Whitfield', 'Stuart Allan', 'Ted McGinley', 'Peter Cullen']",United States,"September 8, 2018",2016,TV-Y7,1 Season,['family'],"When a prison ship crash unleashes hundreds of Decepticons on Earth, Bumblebee leads a new Autobot force to protect humankind."
